run_id,algorithm,nodes,edges,source_node,target_node,time_sec,memory_peak_mb,energy_joules,cpu_energy_joules,path_found,path_length
19,A_Star,5000,25000,1722,3314,0.03401517868041992,0.46691131591796875,0.4987720366450323,0.14156603616423144,True,6
20,Dijkstra,5000,25000,2152,4451,0.10001015663146973,1.3508415222167969,1.382566335401413,0.3679623350267383,True,9
20,Bellman-Ford,5000,25000,2152,4451,0.26702165603637695,1.6896648406982422,4.583970193842023,0.47429319200810816,True,9
20,A_Star,5000,25000,2152,4451,0.045998573303222656,0.6558914184570312,0.6148903302941471,0.14015432895161212,True,9
21,Dijkstra,5000,25000,2617,4385,0.08100700378417969,1.1813507080078125,1.1061605501314837,0.2751015515392858,True,5
21,Bellman-Ford,5000,25000,2617,4385,0.2800776958465576,1.5811481475830078,7.7719095903740865,0.5083965901577507,True,5
21,A_Star,5000,25000,2617,4385,0.023023128509521484,0.3086395263671875,0.3227808945149776,0.07949589419072832,True,5
22,Dijkstra,5000,25000,1669,1740,0.07110404968261719,1.1749305725097656,0.9641685032984243,0.23920350463595244,True,6
22,Bellman-Ford,5000,25000,1669,1740,0.29601025581359863,1.7080326080322266,7.787574046587572,0.46510904451645907,True,6
22,A_Star,5000,25000,1669,1740,0.00605010986328125,0.2936525344848633,0.11771288280019705,0.03899988297948783,True,6
23,Dijkstra,5000,25000,1818,2278,0.1230936050415039,1.3516921997070312,1.7229350501205778,0.47950805011205383,True,6
23,Bellman-Ford,5000,25000,1818,2278,0.25799989700317383,1.706155776977539,4.759936408125054,0.6915414063112852,True,6
23,A_Star,5000,25000,1818,2278,0.05610489845275879,0.7729949951171875,0.7592160645431034,0.1890050661308818,True,6
24,Dijkstra,5000,25000,467,244,0.02899026870727539,0.7376632690429688,0.4367788614796644,0.12184286155721004,True,8
24,Bellman-Ford,5000,25000,467,244,0.2919929027557373,1.7068958282470703,7.779942570754159,0.4226515735842457,True,8
24,A_Star,5000,25000,467,244,0.00899052619934082,0.29390716552734375,0.15446356916414913,0.056453570254020057,True,8
25,Dijkstra,5000,25000,3240,2828,0.04990506172180176,0.9672584533691406,0.6935094591921026,0.17456345881724902,True,8
25,Bellman-Ford,5000,25000,3240,2828,0.27997732162475586,1.7036457061767578,7.428141631016402,0.39278262883227905,True,8
25,A_Star,5000,25000,3240,2828,0.01000070571899414,0.30310916900634766,0.15821902188186704,0.04743702117999254,True,8
26,Dijkstra,5000,25000,4003,744,0.04908394813537598,0.9559288024902344,0.6861361368539616,0.18181213605952107,True,6
26,Bellman-Ford,5000,25000,4003,744,0.2680063247680664,1.7069568634033203,7.195587354145712,0.40031235468736853,True,6
